uri,Year,Name,Director,Runtime,Cast,Poster,Countries,Languages,Genres,Watches
7FPC,2016,Fantastic Beasts and Where to Find Them,David Yates,132,"['Eddie Redmayne', 'Katherine Waterston', 'Dan Fogler', 'Alison Sudol', 'Colin Farrell', 'Jon Voight', 'Ron Perlman', 'Johnny Depp', 'Zoë Kravitz', 'Ezra Miller', 'Samantha Morton', 'Carmen Ejogo', 'Josh Cowdery', 'Ronan Raftery', 'Faith Wood-Blagrove', 'Jenn Murray', 'Gemma Chan', 'Peter Breitmayer', 'Kevin Guthrie', 'Sean Cronin', 'Sam Redford', 'Akin Gazi', 'Todd Boyce', 'Anne Wittman', 'Andreea Păduraru', 'Matthew Sim', 'Elizabeth Moynihan', 'Adam Lazarus', 'Lucie Pohl']",,"['UK', 'USA']",['English'],"['fantasy', 'adventure', 'action']",[]
bg8G,2018,Fantastic Beasts: The Crimes of Grindelwald,David Yates,134,"['Eddie Redmayne', 'Katherine Waterston', 'Dan Fogler', 'Alison Sudol', 'Johnny Depp', 'Jude Law', 'Ezra Miller', 'Zoë Kravitz', 'Callum Turner', 'Claudia Kim', 'Carmen Ejogo', 'Jessica Williams', 'William Nadylam', 'Ingvar Sigurdsson', 'Ólafur Darri Ólafsson', 'Kevin Guthrie', 'Brontis Jodorowsky', 'Derek Riddell', 'David Sakurai', 'Fiona Glascott', 'Wolf Roth', 'Victoria Yeates', 'Poppy Corby-Tuech', 'Cornell John', 'Sabine Crossen', 'Claudius Peters', 'Bart Soroczynski', 'Danielle Hugues', 'Alfie Simmons']",,"['UK', 'USA']","['English', 'French']","['adventure', 'action', 'fantasy']",[]
6hQu,2014,Gone Girl,David Fincher,149,"['Ben Affleck', 'Rosamund Pike', 'Carrie Coon', 'Kim Dickens', 'Neil Patrick Harris', 'Tyler Perry', 'Patrick Fugit', 'Lisa Banes', 'David Clennon', 'Boyd Holbrook', 'Lola Kirke', 'Casey Wilson', 'Missi Pyle', 'Emily Ratajkowski', 'Scoot McNairy', 'Sela Ward', 'Lee Norris', 'Jamie McShane', 'Leonard Kelly-Young', 'Kathleen Rose Perkins', 'Pete Housman', 'Lynn Adrianna', 'Cyd Strittmatter', 'Ricky Wood', 'Donna Rusch', 'Mark Atteberry', 'Darin Cooper', 'Kate Campbell', 'Brett Leigh']",,['USA'],['English'],"['drama', 'thriller', 'mystery']",[]
4O24,2013,Her,Spike Jonze,126,"['Joaquin Phoenix', 'Scarlett Johansson', 'Amy Adams', 'Rooney Mara', 'Chris Pratt', 'Olivia Wilde', 'Matt Letscher', 'Portia Doubleday', 'Spike Jonze', 'Bill Hader', 'Kristen Wiig', 'Artt Butler', 'SoKo', 'Brian Cox', 'Luka Jones', 'Sam Jaeger', 'Pramod Kumar', 'Evelyn Edwards', 'Lil Buck', 'Lynn Adrianna', 'Lisa Renee Pitts', 'Gabe Gomez', 'May Lindstrom', 'David Azar', 'Guy Lewis', 'Melanie Seacat', 'Steve Zissis', 'Dane White', 'Nicole Grother']",,['USA'],['English'],"['romance', 'science-fiction', 'drama']",[]
hJAw,2019,Marriage Story,Noah Baumbach,137,"['Adam Driver', 'Scarlett Johansson', 'Laura Dern', 'Alan Alda', 'Ray Liotta', 'Julie Hagerty', 'Merritt Wever', 'Azhy Robertson', 'Wallace Shawn', 'Martha Kelly', ""Mark O'Brien"", 'Julia Greer', 'Matthew Maher', 'Eric Berryman', 'Mickey Sumner', 'Jasmine Cephas Jones', 'Gideon Glick', 'Motell Gyn Foster', 'David Turner', 'Raymond J. Lee', 'Mary Wiseman', 'Pete Simpson', 'Irene Choi', 'Matthew Shear', 'Becca Blackwell', 'Brooke Bloom', 'Hannah Dunne', 'McKinley Belcher III', 'Roslyn Ruff']",,['UK'],['English'],['drama'],[]
75hu,2014,Lucy,Luc Besson,89,"['Scarlett Johansson', 'Morgan Freeman', 'Choi Min-sik', 'Amr Waked', 'Julian Rhind-Tutt', 'Pilou Asbæk', 'Lio Tipton', 'Shin Yoo-ram', 'Seo Chong-ju', 'Nicolas Phongpheth', 'Paul Lefèvre', 'Jan Oliver Schroeder', 'Luca Angeletti', 'Pierre Poirot', 'Pierre Grammont', 'Bertrand Quoniam', 'Loïc Brabant', 'Pascal Loison', 'Pierre Gérard', 'Isabelle Cagnat', 'Frédéric Chau', 'Claire Tran', 'François Legrand', 'Bob Martet', 'Alexis Rangheard', 'Tonio Descanvelle', 'Julien Personnaz', 'Christophe Lavalle', 'Renaud Cestre']",,['France'],"['English', 'Chinese', 'French', 'Spanish', 'Korean']","['science-fiction', 'action']",[]
2b5O,2001,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,179,"['Elijah Wood', 'Ian McKellen', 'Liv Tyler', 'Viggo Mortensen', 'Sean Bean', 'Sean Astin', 'Cate Blanchett', 'John Rhys-Davies', 'Billy Boyd', 'Dominic Monaghan', 'Orlando Bloom', 'Christopher Lee', 'Hugo Weaving', 'Ian Holm', 'Andy Serkis', 'Marton Csokas', 'Craig Parker', 'Lawrence Makoare', 'Alan Howard', 'Noel Appleby', 'Sala Baker', 'Megan Edwards', 'Michael Elsworth', 'Mark Ferguson', 'Brent McIntyre', 'Peter McKenzie', 'Sarah McLeod', 'Ian Mune', 'Cameron Rhodes']",,"['New Zealand', 'USA']",['English'],"['action', 'fantasy', 'adventure']","[datetime.datetime(2021, 3, 3, 0, 0)]"
2b5E,2002,The Lord of the Rings: The Two Towers,Peter Jackson,179,"['Elijah Wood', 'Ian McKellen', 'Liv Tyler', 'Viggo Mortensen', 'Andy Serkis', 'Sean Astin', 'Cate Blanchett', 'John Rhys-Davies', 'Bernard Hill', 'Christopher Lee', 'Billy Boyd', 'Dominic Monaghan', 'Orlando Bloom', 'Hugo Weaving', 'Miranda Otto', 'David Wenham', 'Brad Dourif', 'Karl Urban', 'John Noble', 'Sean Bean', 'Craig Parker', 'Bruce Allpress', 'John Bach', 'Sala Baker', 'Jed Brophy', 'Sam Comery', 'Calum Gittins', 'Phil Grieve', 'Bruce Hopkins']",,"['New Zealand', 'USA']",['English'],"['fantasy', 'adventure', 'action']","[datetime.datetime(2021, 3, 4, 0, 0)]"
2a8i,2002,Spider-Man,Sam Raimi,121,"['Tobey Maguire', 'Willem Dafoe', 'Kirsten Dunst', 'James Franco', 'Cliff Robertson', 'Rosemary Harris', 'J.K. Simmons', 'Joe Manganiello', 'Gerry Becker', 'Bill Nunn', 'Jack Betts', 'Stanley Anderson', 'Ron Perkins', 'Michael Papajohn', 'K.K. Dodds', 'Ted Raimi', 'Bruce Campbell', 'Elizabeth Banks', 'John Paxton', 'Tim DeZarn', 'Taylor Gilbert', 'Randy Poffo', 'Larry Joshua', 'Timothy Patrick Quill', 'Lisa Danielle', 'Natalie T. Yeo', 'Erica D. Porter', 'Kristen Davidson', 'Jason Padgett']",,['USA'],['English'],"['fantasy', 'action']",[]
2a88,2004,Spider-Man 2,Sam Raimi,127,"['Tobey Maguire', 'Kirsten Dunst', 'James Franco', 'Alfred Molina', 'Rosemary Harris', 'J.K. Simmons', 'Donna Murphy', 'Daniel Gillies', 'Dylan Baker', 'Bill Nunn', 'Vanessa Ferlito', 'Aasif Mandvi', 'Willem Dafoe', 'Cliff Robertson', 'Ted Raimi', 'Elizabeth Banks', 'Bruce Campbell', 'Gregg Edelman', 'Elya Baskin', 'Mageina Tovah', 'Daniel Dae Kim', 'Hal Sparks', 'Joel McHale', 'Kelly Connell', 'Brent Briscoe', 'Emily Deschanel', 'Jason Fiore-Ortiz', 'Scott Spiegel']",,['USA'],"['English', 'Russian', 'Chinese']","['adventure', 'action', 'fantasy']",[]
3utM,2014,The Amazing Spider-Man 2,Marc Webb,142,"['Andrew Garfield', 'Emma Stone', 'Jamie Foxx', 'Dane DeHaan', 'Colm Feore', 'Felicity Jones', 'Paul Giamatti', 'Sally Field', 'Embeth Davidtz', 'Campbell Scott', 'Marton Csokas', 'Louis Cancelmi', 'Max Charles', 'B.J. Novak', 'Sarah Gadon', 'Michael Massee', 'Jorge Vega', 'Bill Heck', 'Teddy Coluca', 'Helen Stern', 'Aidy Bryant', 'Cal McCrystal', 'Anslem Richardson', 'Mark Doherty', 'James Colby', 'Kari Coleman', 'Skyler Gisondo', 'Charlie DePew', 'Robert Newman']",,['USA'],['English'],"['fantasy', 'action', 'adventure']",[]
dgS4,2016,Hidden Figures,Theodore Melfi,127,"['Taraji P. Henson', 'Octavia Spencer', 'Janelle Monáe', 'Kevin Costner', 'Kirsten Dunst', 'Jim Parsons', 'Mahershala Ali', 'Glen Powell', 'Ariana Neal', 'Saniyya Sidney', 'Zani Jones Mbayise', 'Donna Biscoe', 'Olek Krupa', 'Aldis Hodge', 'Kimberly Quinn', 'Frank Hoyt Taylor', 'Lidya Jewett', 'Karan Kendrick', 'Jaiden Kaine', 'Kurt Krause', 'Ken Strunk', 'Selah Kimbro Jones', 'Tre Stokes', 'Corey Mendell Parker', 'Ashton Tyler', 'Alkoya Brunson', 'Ron Clinton Smith', 'Gregory Alan Williams', 'Maria Howell']",,['USA'],['English'],"['drama', 'history']",[]
27PI,2012,The Amazing Spider-Man,Marc Webb,136,"['Andrew Garfield', 'Emma Stone', 'Rhys Ifans', 'Denis Leary', 'Martin Sheen', 'Sally Field', 'Max Charles', 'Campbell Scott', 'Embeth Davidtz', 'Chris Zylka', 'Irrfan Khan', 'C. Thomas Howell', 'Jake Keiffer', 'Hannah Marks', 'Kari Coleman', 'Michael Barra', 'Leif Gantvoort', 'Andy Pessoa', 'Kelsey Asbille', 'Kevin McCorkle', 'Andy Gladbach', 'Ring Hendricks-Tellefsen', 'Barbara Eve Harris', 'Danielle Burgio', 'Tom Waite', 'Keith Campbell', 'Steve DeCastro', 'Jill Flint']",,['USA'],['English'],"['action', 'fantasy', 'adventure']",[]
2Pa,2011,The Girl with the Dragon Tattoo,David Fincher,158,"['Daniel Craig', 'Rooney Mara', 'Christopher Plummer', 'Stellan Skarsgård', 'Steven Berkoff', 'Robin Wright', 'Yorick van Wageningen', 'Joely Richardson', 'Geraldine James', 'Goran Visnjic', 'Donald Sumpter', 'Ulf Friberg', 'Bengt C.W. Carlsson', 'Tony Way', 'Per Myrberg', 'Josefin Asplund', 'Eva Fritjofson', 'Moa Garpendal', 'Maya Hansson-Bergqvist', 'Sarah Appelberg', 'Julian Sands', 'Anna Björk', 'Gustaf Hammarsten', 'Simon Reithner', 'David Dencik', 'Marcus Johansson', 'Mathilda von Essen', 'Mathias Palmér', 'Martin Jarvis']",,"['USA', 'Norway', 'Sweden']",['English'],"['thriller', 'crime', 'mystery']","[datetime.datetime(2021, 5, 3, 0, 0)]"
dR3i,2017,Wind River,Taylor Sheridan,107,"['Jeremy Renner', 'Elizabeth Olsen', 'Gil Birmingham', 'Kelsey Asbille', 'Teo Briones', 'Tantoo Cardinal', 'Matthew Del Negro', 'Hugh Dillon', 'Julia Jones', 'James Jordan', 'Eric Lange', 'Martin Sensmeier', 'Jon Bernthal', 'Graham Greene', 'Apesanahkwat', 'Althea Sam', 'Tokala Black Elk', 'Tyler Laracca', 'Shayne J. Cullen', 'Dallin Tusieseina', 'Austin R. Grant', 'Ian Bohen', 'Gabe Casdorph', 'Mason D. Davis', 'Chris Romrell', 'Blake Robbins', 'Norman Lehnert', 'Ian Roylance', 'Gus Sheridan']",,"['France', 'UK', 'USA']",['English'],"['drama', 'crime', 'thriller', 'mystery']","[datetime.datetime(2021, 4, 15, 0, 0)]"
dgSy,2016,Split,M. Night Shyamalan,117,"['James McAvoy', 'Anya Taylor-Joy', 'Betty Buckley', 'Haley Lu Richardson', 'Jessica Sula', 'Brad William Henke', 'Sebastian Arcelus', 'Neal Huff', 'Kim Director', 'Lyne Renee', 'M. Night Shyamalan', 'Peter Patrikios', 'Roy James Wilson', 'Robert Bizik', 'Izzie Coffey', 'Rosemary Howard', 'Junnie Lopez', 'Steven Dennis', 'Matthew Nadu', 'Barbara Edwards', 'Kash Goins', 'James Robinson Jr.', 'Corinne Costa', 'John Mitchell', 'Andrea Havens', 'Shawn Gonzalez', 'Kelly Werkheiser', 'Aleksandra Svetlichnaya', 'Jalina Mercado']",,['USA'],['English'],"['horror', 'thriller']",[]
g3uO,2019,Glass,M. Night Shyamalan,129,"['James McAvoy', 'Bruce Willis', 'Samuel L. Jackson', 'Anya Taylor-Joy', 'Sarah Paulson', 'Spencer Treat Clark', 'Charlayne Woodard', 'Luke Kirby', 'Adam David Thompson', 'William Turner', 'Johnny Hiram Jamison', 'Owen Vitullo', 'Colin Becker', 'M. Night Shyamalan', 'Shannon Destiny Ryan', 'Diana Silvers', 'Nina Wisner', 'Kyli Zion', 'Rosemary Howard', 'Bryan McElroy', 'Serge Didenko', 'Russell Posner', 'Kimberly S. Fairbanks', 'Leslie Stefanson', 'Marc H. Glick', 'Brick Mason', 'Bostin Christopher', 'Ukee Washington', 'Brian Anthony Wilson']",,['USA'],"['English', 'Spanish']","['drama', 'science-fiction', 'thriller']",[]
1XV2,2000,Unbreakable,M. Night Shyamalan,106,"['Bruce Willis', 'Samuel L. Jackson', 'Robin Wright', 'Spencer Treat Clark', 'Charlayne Woodard', 'Eamonn Walker', 'Davis Duffield', 'Johnny Hiram Jamison', 'Laura Regan', 'Michael Kelly', 'Leslie Stefanson', 'Michaelia Carroll', 'Whitney Sugarman', 'Bostin Christopher', 'John Patrick Amedori', 'Elizabeth Lawrence', 'Chance Kelly', 'M. Night Shyamalan', 'Joey Hazinsky', 'Dianne Cotten Murphy', 'Johanna Day', 'Firdous Bamji', 'James Handy', 'Sally Parrish', 'Richard Council', 'Damian Young', 'Sherman Roberts', 'Sasha Joseph Neulinger', 'Jose L. Rodriguez']",,['USA'],['English'],"['thriller', 'drama', 'mystery']",[]
eh1i,2018,Bird Box,Susanne Bier,124,"['Sandra Bullock', 'Trevante Rhodes', 'John Malkovich', 'Sarah Paulson', 'Jacki Weaver', 'Rosa Salazar', 'Danielle Macdonald', 'Lil Rel Howery', 'Tom Hollander', 'Machine Gun Kelly', 'BD Wong', 'Pruitt Taylor Vince', 'Vivien Lyra Blair', 'Julian Edwards', 'Parminder Nagra', 'Rebecca Pidgeon', 'Amy Gumenick', 'Taylor Handley', 'Happy Anderson', 'Kyle Beatty', 'Ashley Alvarado', 'David Dastmalchian', 'Keith Jardine', 'Kristopher Logan', 'Shirley Butler', 'Aden Calderon', 'Chanon Finley', 'Frank Mottek', 'Danny Max']",,['USA'],['English'],"['thriller', 'drama', 'science-fiction']",[]
9yzw,2016,Don't Breathe,Fede Álvarez,89,"['Stephen Lang', 'Jane Levy', 'Dylan Minnette', 'Daniel Zovatto', 'Emma Bercovici', 'Franciska Töröcsik', 'Christian Zagia', 'Katia Bokor', 'Sergej Onopko', 'Olivia Gillies', 'Dayna Clark']",,['USA'],['English'],"['horror', 'thriller']",[]
bOnU,2018,Jurassic World: Fallen Kingdom,J. A. Bayona,129,"['Chris Pratt', 'Bryce Dallas Howard', 'Rafe Spall', 'Toby Jones', 'Ted Levine', 'BD Wong', 'Jeff Goldblum', 'Justice Smith', 'Daniella Pineda', 'James Cromwell', 'Isabella Sermon', 'Geraldine Chaplin', 'Peter Jason', 'Robert Emms', 'Kevin Layne', 'John Schwab', 'Sam Redford', 'Charlie Rawes', 'Patrick Crowley', 'Alex Dower', 'Honey Holmes', 'Neil Bishop', 'Philippa Thomas', 'Ronan Summers', 'Cory Peterson', 'Jeremy Gilbert', 'Victor Gardener', 'Daryl Kwan', 'Eric Kofi Abrefa']",,['USA'],"['English', 'Russian']","['thriller', 'action', 'adventure', 'science-fiction']",[]
4n0g,2015,Jurassic World,Colin Trevorrow,124,"['Chris Pratt', 'Bryce Dallas Howard', 'Ty Simpkins', 'Nick Robinson', ""Vincent D'Onofrio"", 'BD Wong', 'Omar Sy', 'Jake Johnson', 'Irrfan Khan', 'Judy Greer', 'Lauren Lapkus', 'Brian Tee', 'Katie McGrath', 'Andy Buckley', 'Eric Edelstein', 'Courtney J. Clark', 'Colby Boothman', 'Jimmy Fallon', 'James DuMont', 'Matt Burke', 'Anna Talakkottur', 'Matthew Cardarople', 'Michael Papajohn', 'William Gary Smith', 'Kelly Washington', 'Isaac Keys', 'Patrick Crowley', 'Chad Randall', 'Gary Weeks']",,['USA'],['English'],"['science-fiction', 'action', 'adventure', 'thriller']",[]
2a1m,1999,The Matrix,"Lilly Wachowski, Lana Wachowski",136,"['Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss', 'Hugo Weaving', 'Joe Pantoliano', 'Marcus Chong', 'Anthony Ray Parker', 'Matt Doran', 'Gloria Foster', 'Belinda McClory', 'Paul Goddard', 'Robert Taylor', 'Ada Nicodemou', 'Julian Arahanga', 'David Aston', 'Marc Aden Gray', 'Deni Gordon', 'Rowan Witt', 'Eleanor Witt', 'Janaya Pender', 'Adryn White', 'Natalie Tjen', 'Bill Young', ""David O'Connor"", 'Jeremy Ball', 'Fiona Johnson', 'Harry Lawrence', 'Steve Dodd', 'Luke Quinton']",,['USA'],['English'],"['science-fiction', 'action']",[]
1Efm,2009,Avatar,James Cameron,162,"['Sam Worthington', 'Zoe Saldaña', 'Sigourney Weaver', 'Stephen Lang', 'Michelle Rodriguez', 'Giovanni Ribisi', 'Joel David Moore', 'CCH Pounder', 'Wes Studi', 'Laz Alonso', 'Dileep Rao', 'Matt Gerald', 'Sean Anthony Moran', 'Jason Whyte', 'Scott Lawrence', 'Kelly Kilgour', 'James Patrick Pitt', 'Sean Patrick Murphy', 'Peter Dillon', 'Kevin Dorman', 'Kelson Henderson', 'David Van Horn', 'Jacob Tomuri', 'Michael Blain-Rozgay', 'Jon Curry', 'Julene Renee', 'Luke Hawker', 'Woody Schultz', 'Peter Mensah']",,"['USA', 'UK']","['English', 'Spanish']","['adventure', 'action', 'science-fiction', 'fantasy']",[]
2a1w,1996,Independence Day,Roland Emmerich,145,"['Will Smith', 'Jeff Goldblum', 'Bill Pullman', 'Margaret Colin', 'Vivica A. Fox', 'Judd Hirsch', 'Mary McDonnell', 'Robert Loggia', 'Randy Quaid', 'James Rebhorn', 'Harvey Fierstein', 'Adam Baldwin', 'Brent Spiner', 'James Duval', 'Lisa Jakub', 'Ross Bagley', 'Mae Whitman', 'Bill Smitrovich', 'Kiersten Warren', 'Harry Connick Jr.', 'Giuseppe Andrews', 'John Storey', 'Frank Novak', 'Devon Gummersall', 'Leland Orser', 'Mirron E. Willis', 'Ross Lacy', 'David Pressman', 'Vivian Palermo']",,['USA'],['English'],"['adventure', 'science-fiction', 'action']",[]
23kQ,2007,August Rush,Kirsten Sheridan,114,"['Freddie Highmore', 'Keri Russell', 'Jonathan Rhys Meyers', 'Terrence Howard', 'Robin Williams', 'William Sadler', 'Marian Seldes', 'Mykelti Williamson', 'Leon G. Thomas III', 'Aaron Staton', ""Alex O'Loughlin"", 'Jamia Simone Nash', 'Ronald Guttman', 'Bonnie McKee', 'Michael Drayer', ""Jamie O'Keeffe"", 'Becki Newton', 'Tyler McGuckin', 'Megan Gallagher', 'Anais Bonet', 'Bilal Bishop', 'Michael R. Hammonds II', 'Timmy Mitchum', 'Henry Caplan', 'John Knox', 'Amy V. Dewhurst', 'Victor Verhaeghe', 'Darrie Lawrence', 'Sean Haberle']",,['USA'],['English'],"['drama', 'music', 'family']",[]
cF0u,2017,The Space Between Us,Peter Chelsom,121,"['Asa Butterfield', 'Britt Robertson', 'Carla Gugino', 'Gary Oldman', 'Janet Montgomery', 'David House', 'Sarah Minnich', 'John-Paul Howard', 'BD Wong', 'Mia Stallard', 'Trey Tucker', 'Lora Martinez-Cunningham', 'Lauren Myers', 'Bernardo P. Saracino', 'Kristen Rakes', 'Luce Rains', 'Jenny Gabrielle', 'Scott Takeda', 'Beth Bailey', 'Colin Egglesfield', 'William Sterchi', 'Peter Chelsom', 'Morse Bicknell', 'Stafford Douglas', ""Adande 'Swoozie' Thorne"", 'Jacob Browne', 'Esodie Geiger', 'David Devereaux', 'Aurora Antonio']",,"['China', 'USA']",['English'],"['drama', 'science-fiction', 'adventure', 'romance']",[]
2aWW,2004,Saw,James Wan,103,"['Cary Elwes', 'Leigh Whannell', 'Danny Glover', 'Monica Potter', 'Ken Leung', 'Makenzie Vega', 'Michael Emerson', 'Shawnee Smith', 'Dina Meyer', 'Tobin Bell', 'Mike Butters', 'Paul Gutrecht', 'Benito Martinez', 'Ned Bellamy', 'Alexandra Bokyun Chun', 'Avner Garbi', 'Hans Raith', 'Oren Koules']",,['USA'],['English'],"['horror', 'crime', 'mystery']",[]
iYlS,2019,Escape Room,Adam Robitel,100,"['Taylor Russell', 'Logan Miller', 'Deborah Ann Woll', 'Jay Ellis', 'Nik Dodani', 'Tyler Labine', 'Yorick van Wageningen', 'Cornelius Geaney Jr.', 'Russell Crous', 'Bart Fouche', 'Jessica Sutton', 'Paul Hampshire', 'Vere Tindale', 'Kenneth Fok', 'Caely-Jo Levy', 'Jamie-Lee Money', 'Jeremy Jess Boado', 'Inge Beckmann', 'Carl Coetzee', 'Katheryn Griffiths', 'Gary Green', 'Raven Swart', 'Dan Gruenberg', 'Gino Lee', 'Álex Martínez', 'Rebecca Riedy', 'Adam Robitel', 'Pete Sepenuk', 'Romulus Stoicescu']",,['USA'],['English'],"['thriller', 'mystery', 'horror']",[]
GZY,2013,Gravity,Alfonso Cuarón,91,"['Sandra Bullock', 'George Clooney', 'Ed Harris', 'Orto Ignatiussen', 'Phaldut Sharma', 'Amy Warren', 'Basher Savage']",,"['UK', 'USA']",['English'],"['science-fiction', 'thriller', 'drama']",[]
2b8e,1985,Back to the Future,Robert Zemeckis,116,"['Michael J. Fox', 'Christopher Lloyd', 'Lea Thompson', 'Crispin Glover', 'Thomas F. Wilson', 'Claudia Wells', 'Marc McClure', 'Wendie Jo Sperber', 'George DiCenzo', 'Frances Lee McCain', 'James Tolkan', 'J.J. Cohen', 'Casey Siemaszko', 'Billy Zane', 'Harry Waters, Jr.', 'Donald Fullilove', 'Lisa Freeman', 'Cristen Kauffman', 'Elsa Raven', 'Will Hare', 'Ivy Bethune', 'Jason Marin', 'Katherine Britton', 'Jason Hervey', 'Maia Brewton', 'Courtney Gains', 'Richard L. Duran', ""Jeff O'Haco"", 'Johnny Green']",,['USA'],['English'],"['family', 'adventure', 'comedy', 'science-fiction']",[]
ar0c,2017,Beauty and the Beast,Bill Condon,129,"['Emma Watson', 'Dan Stevens', 'Luke Evans', 'Josh Gad', 'Kevin Kline', 'Hattie Morahan', 'Haydn Gwynne', 'Gerard Horan', 'Ray Fearon', 'Ewan McGregor', 'Ian McKellen', 'Emma Thompson', 'Nathan Mack', 'Audra McDonald', 'Stanley Tucci', 'Gugu Mbatha-Raw', 'Clive Rowe', 'Thomas Padden', 'Rita Davies', 'D.J. Bailey', 'Adrian Schiller', 'Harriet Jones', 'Adam Mitchell', 'Tom Turner', 'Michael Jibson', 'Zoe Rainey', 'Daisy Duczmal', 'Jolyon Coy', 'Jimmy Johnston']",,['USA'],"['English', 'French']","['family', 'fantasy', 'romance']",[]
47OE,2014,Godzilla,Gareth Edwards,123,"['Aaron Taylor-Johnson', 'Elizabeth Olsen', 'Juliette Binoche', 'Bryan Cranston', 'Ken Watanabe', 'Sally Hawkins', 'Al Sapienza', 'David Strathairn', 'James Pizzinato', 'CJ Adams', 'Richard T. Jones', 'Victor Rasuk', 'Patrick Sabongui', 'Carson Bolde', 'Jared Keeso', 'Luc Roderique', 'Eric Keenleyside', 'Primo Allon', 'George Allen Gumapac Jr.', 'Ken Yamamura', 'Garry Chalk', 'Hiro Kanagawa', 'Kevan Ohtsji', 'Kasey Ryne Mazak', 'Terry Chen', 'Mas Morimoto', 'James D. Dever', 'Akira Takarada', 'Yuko Kiyama']",,"['Japan', 'USA']","['English', 'Japanese', 'Tagalog']","['action', 'science-fiction', 'drama']",[]
a5fa,2016,La La Land,Damien Chazelle,129,"['Ryan Gosling', 'Emma Stone', 'John Legend', 'Rosemarie DeWitt', 'J.K. Simmons', 'Amiée Conn', 'Terry Walters', 'Thom Shelton', 'Cinda Adams', 'Callie Hernandez', 'Jessica Rothe', 'Sonoya Mizuno', 'Claudine Claudio', 'Jason Fuchs', 'D.A. Wallach', 'Trevor Lissauer', 'Olivia Hamilton', 'Anna Chazelle', 'Marius de Vries', 'Finn Wittrock', 'Josh Pence', 'Nicole Coulon', 'Damon Gupton', 'Christopher Michael Stevens', 'Keith Harris', 'Kaveh Rastegar', 'Briana Lee', 'David Douglas', 'Miles Anderson']",,['USA'],['English'],"['music', 'drama', 'romance', 'comedy']",[]
7DPK,2015,Carol,Todd Haynes,118,"['Rooney Mara', 'Cate Blanchett', 'Sarah Paulson', 'Kyle Chandler', 'Jake Lacy', 'John Magaro', 'Cory Michael Smith', 'Carrie Brownstein', 'Kevin Crowley', 'Nik Pajic', 'Trent Rowland', 'Sadie Heim', 'Kk Heim', 'Amy Warner', 'Michael Haney', 'Wendy Lardin', 'Pamela Evans Haynes', 'Greg Violand', 'Kay Geiger', 'Christine Dye', 'Deb G. Girdler', 'Douglas Scott Sorenson', 'Ken Strunk', 'Mike Dennis', 'Ann Reskin', 'Annie Kalahurka', 'Linnea Bond', 'Steven Andrews', 'Tanya Smith']",,"['UK', 'USA']",['English'],"['drama', 'romance']","[datetime.datetime(2021, 4, 26, 0, 0)]"
2amk,2001,A Beautiful Mind,Ron Howard,135,"['Russell Crowe', 'Jennifer Connelly', 'Ed Harris', 'Paul Bettany', 'Christopher Plummer', 'Josh Lucas', 'Adam Goldberg', 'Anthony Rapp', 'Judd Hirsch', 'Jason Gray-Stanford', 'Austin Pendleton', 'Vivien Cardone', 'Jillie Simon', 'Victor Steinbach', 'Tanya Clarke', 'Thomas F. Walsh', 'Jesse Doran', 'Kent Cassella', 'Patrick Blindauer', 'John Blaylock', 'Roy Thinnes', 'Anthony Easton', 'Cheryl Howard', 'Josh Pais', 'David B. Allen', 'Michael Esper', 'Erik Van Wyck', 'Rance Howard', 'Jane Jenkins']",,['USA'],['English'],"['drama', 'romance']",[]
29Ik,2005,V for Vendetta,James McTeigue,132,"['Natalie Portman', 'Hugo Weaving', 'Stephen Rea', 'Stephen Fry', 'John Hurt', 'Tim Pigott-Smith', 'Natasha Wightman', 'Rupert Graves', 'Roger Allam', 'Ben Miles', 'Sinéad Cusack', 'Eddie Marsan', 'John Standing', 'Imogen Poots', 'Clive Ashborn', 'Emma Field-Rayner', 'Ian Burfield', 'Mark Phoenix', 'Alister Mazzotti', 'Billie Cook', 'Guy Henry', 'Cosima Shaw', 'Megan Gay', 'Roderic Culver', 'Andy Rashleigh', 'Chad Stahelski', 'Antje Rau', 'Amelda Brown', 'Richard Campbell']",,"['Germany', 'UK', 'USA']",['English'],"['thriller', 'fantasy', 'action']",[]
apZi,2016,The Boy,William Brent Bell,97,"['Lauren Cohan', 'Rupert Evans', 'James Russell', 'Jim Norton', 'Diana Hardcastle', 'Ben Robson', 'Jett Klyne', 'Lily Pater', 'Stephanie Lemelin', 'Matthew Walker']",,['USA'],['English'],"['thriller', 'mystery', 'horror']",[]
l8wA,2019,Kumbalangi Nights,Madhu C. Narayanan,135,"['Shane Nigam', 'Soubin Shahir', 'Fahadh Faasil', 'Sreenath Bhasi', 'Mathew Thomas', 'Ramesh Thilak', 'Anna Ben', 'Grace Antony', 'Sheela Rajkumar', 'Jasmine Mètivier', 'Riya Saira', 'Ambika Rao', 'Sooraj Pops', 'Baiju Johnson', 'Ajith Moorkooth', 'Dileesh Pothan', 'Ansal Palluruthy', 'Ranjith Rajan']",,['India'],"['Malayalam', 'English', 'Tamil']","['romance', 'drama', 'comedy']",[]
