uri,Year,Name,Director,Runtime,Cast,Poster,Countries,Languages,Genres,Watches
qPMG,2021,Spencer,Pablo Larraín,117,"['Kristen Stewart', 'Jack Farthing', 'Sally Hawkins', 'Timothy Spall', 'Sean Harris', 'Thomas Douglas', 'Olga Hellsing', 'Matthias Wolkowski', 'Oriana Gordon', 'Ryan Wichert', 'John Keogh', 'Amy Manson', 'Elizabeth Berrington', 'Jack Nielen', 'Freddie Spry', 'Stella Gonet', 'Richard Sammel', 'Lore Stefanek', 'James Harkness', 'Laura Benson', 'Wendy Patterson', 'Libby Rodliffe', 'Niklas Kohrt']",,"['Chile', 'Germany', 'UK', 'USA']",['English'],['drama'],"[datetime.datetime(2021, 11, 29, 0, 0)]"
d2hI,2018,The Favourite,Yorgos Lanthimos,119,"['Olivia Colman', 'Emma Stone', 'Rachel Weisz', 'Nicholas Hoult', 'Joe Alwyn', 'Mark Gatiss', 'James Smith', 'Jenny Rainsford', 'Emma Delves', 'Faye Daveney', 'Paul Swaine', 'Jennifer White', 'Lilly-Rose Stevens', 'Denise Mack', 'Willem Dalby', 'Edward Aczel', 'Carolyn Saint-Pé', 'John Locke', 'Everal Walsh', 'Timothy Innes', 'Basil Eidenbenz', 'James Melville', 'Declan Wyer', 'Anthony Dougall', 'Ben English', 'Peter Brookes', 'Wilson Radjou-Pujalte', 'Gavin Henderson', 'Callum Lewin']",,"['Ireland', 'UK', 'USA']",['English'],"['comedy', 'drama', 'thriller']","[datetime.datetime(2021, 12, 13, 0, 0)]"
nwRw,2021,Spider-Man: No Way Home,Jon Watts,148,"['Tom Holland', 'Zendaya', 'Benedict Cumberbatch', 'Jacob Batalon', 'Jon Favreau', 'Jamie Foxx', 'Willem Dafoe', 'Alfred Molina', 'Benedict Wong', 'Tony Revolori', 'Marisa Tomei', 'Andrew Garfield', 'Tobey Maguire', 'Angourie Rice', 'Arian Moayed', 'Paula Newsome', 'Hannibal Buress', 'Martin Starr', 'J.B. Smoove', 'J.K. Simmons', 'Rhys Ifans', 'Charlie Cox', 'Thomas Haden Church', 'Haroon Kahn', 'Emily Fong', 'Mary Rivera', 'Rudy Eisenzopf', 'Kathleen Cardoso', 'Jonathan Sam']",,['USA'],"['English', 'Tagalog']","['action', 'adventure', 'science-fiction']","[datetime.datetime(2021, 12, 22, 0, 0)]"
nlQC,2021,Titane,Julia Ducournau,108,"['Agathe Rousselle', 'Vincent Lindon', 'Garance Marillier', 'Laïs Salameh', 'Mara Cissé', 'Marin Judas', 'Diong-Kéba Tacu', 'Myriem Akheddiou', 'Bertrand Bonello', 'Céline Carrère', 'Adèle Guigue', 'Thibault Cathalifaud', 'Dominique Frot', 'Lamine Cissokho', 'Florence Janas', 'Frédéric Jardin', 'Olivia Venner', 'Thibault Villette', 'Nathalie Boyer', 'Mehdi Rahim-Silvioli', 'Théo Hellermann', 'Anaïs Fabre']",,"['Belgium', 'France']",['French'],"['horror', 'drama', 'thriller']","[datetime.datetime(2021, 12, 27, 0, 0)]"
gogo,2019,Charlie's Angels,Elizabeth Banks,118,"['Kristen Stewart', 'Naomi Scott', 'Ella Balinska', 'Elizabeth Banks', 'Patrick Stewart', 'Djimon Hounsou', 'Sam Claflin', 'Noah Centineo', 'Nat Faxon', 'Chris Pang', 'Jonathan Tucker', 'Luis Gerardo Méndez', 'David Schütter', 'Hannah Hoekstra', 'Jane Chirwa', 'Emre Kentmenoğlu', 'Murali Perumal', 'Sebastian Kroehnert', 'Franz Xaver Zach', 'Andreas Schröders', 'Marie-Lou Sellem', 'Batur Belirdi', 'Anna Drexler', 'Tanem Çalbayram', 'Michael Strahan', 'Neil Malik Abdullah', 'Nick Dong-Sik', 'Dennenesch Zoudé', 'Peter Sikorski']",,['USA'],['English'],"['adventure', 'comedy', 'action', 'science-fiction']","[datetime.datetime(2022, 1, 5, 0, 0)]"
yWMk,2008,Chithrasalabhangalude Veedu,Krishnakumar,113,"['Ganapathi S Poduval', 'Lakshmi Sharma', 'Mala Aravindan', 'T S Raju', 'Shivaji Guruvayoor', 'Saikumar', 'Ambika Mohan', 'Manikandan Pattambi', 'Chali Pala', 'Manraj']",,[],['Malayalam'],"['drama', 'family', 'comedy']",[]
65Au,2009,Daddy Cool,Aashiq Abu,131,"['Mammootty', 'Dhananjay', 'Richa Pallod', 'Biju Menon', 'Radhika', 'Govind Padmasoorya', 'Daniel Balaji', 'Vijayaraghavan', 'Saikumar', 'Suraj Venjaramoodu', 'Babu Swamy', 'Rajan P Dev', 'Vinayakan', 'Ashish Vidhyarthi', 'Bipin Chandran', 'Ambika Mohan', 'Lenaa']",,['India'],['Malayalam'],"['action', 'comedy']",[]
5LXo,1989,Kireedam,Sibi Malayil,127,"['Mohanlal', 'Thilakan', 'Kaviyoor Ponnamma', 'Mohan Raj', 'Sreenath', 'Sankaradi', 'Jagathy Sreekumar', 'Parvathy', 'Kundara Johny', 'Cochin Haneefa', 'Murali', 'Philomina', 'Usha', 'Jagadish', 'Maniyanpilla Raju', 'Mamukkoya', 'Oduvil Unnikrishnan', 'Thikkurissy Sukumaran Nair', 'Kanakalatha', 'Yadu Krishnan']",,['India'],['Malayalam'],['drama'],[]
oyws,2021,The Worst Person in the World,Joachim Trier,128,"['Renate Reinsve', 'Anders Danielsen Lie', 'Herbert Nordrum', 'Hans Olav Brenner', 'Helene Bjørnebye', 'Vidar Sandem', 'Maria Grazia Di Meo', 'Lasse Gretland', 'Karen Røise Kielland', 'Marianne Krogh', 'Thea Stabell', 'Deniz Kaya', 'Eia Skjønsberg', 'Nataniel Nordnes', 'Rebekka Jynge', 'Gisle Tveito', 'Anna Dworak', 'Karla Nitteberg Aspelin', 'Sofia Schandy Bloch', 'Savannah Marie Schei', 'Ruby Dagnall', 'Ine Jansen']",,"['Denmark', 'France', 'Norway', 'Sweden']",['Norwegian'],"['comedy', 'romance', 'drama']","[datetime.datetime(2022, 2, 13, 0, 0)]"
bDJ6,2010,Pauline,Céline Sciamma,8,"['Anaïs Demoustier', 'Adèle Haenel']",,['France'],['French'],['drama'],[]
hdq0,2017,Udaharanam Sujatha,Phantom Praveen,126,"['Manju Warrier', 'Anaswara Rajan', 'Nedumudi Venu', 'Swaraj Gramika', 'Joju George', 'Abhija Sivakala', 'Mamta Mohandas', 'V. Suresh Thampanoor', 'Sooraj Thelakkad', 'Sudhi Koppa', 'Alencier Ley Lopez', 'Aditi Ravi', 'Sreeja Das', 'Lukman Avaran']",,['India'],['Malayalam'],"['drama', 'family']",[]
lVcY,2019,Uyare,Manu Ashokan,125,"['Parvathy Thiruvothu', 'Asif Ali', 'Tovino Thomas', 'Siddique', 'Anarkali Marikar', 'Samyuktha Menon', 'Prathap Pothan', 'Prem Prakash', 'Rajani Murali', 'Bhagath Manuel', 'Preetha Pradeep', 'Sreeram Ramachandran', 'Baiju V.K.', 'Kay Kay Menon', 'Ajay Mathew', 'Irshad Ali', 'Anil Murali']",,['India'],['Malayalam'],['drama'],[]
4ttI,2012,Ayalum Njanum Thammil,Lal Jose,133,"['Prithviraj Sukumaran', 'Prathap Pothan', 'Samvrutha Sunil', 'Kalabhavan Mani', 'Remya Nambeesan', 'Narain', 'Sukumari', 'Rima Kallingal', 'Salim Kumar', 'Hemanth Menon', 'Prem Prakash', 'Anil Murali', 'Sidhartha Siva', 'Balachandran Chullikkadu', 'Sreenath Bhasi', 'Swasika', 'Ambika Mohan', 'Manju Satheesh', 'Surabhi Lakshmi', 'Dinesh Prabhakar', 'Nandana Varma', 'Deepika Mohan']",,['India'],['Malayalam'],['drama'],[]
6UPq,2006,Classmates,Lal Jose,150,"['Prithviraj Sukumaran', 'Indrajith Sukumaran', 'Kavya Madhavan', 'Narain', 'Jayasurya', 'Radhika', 'Jagathy Sreekumar', 'Balachandra Menon', 'Suraj Venjaramoodu', 'Anil Murali', 'Vijeesh Vijayan', 'Shobha Mohan', 'V K Sreeraman', 'Sukumari', 'Anoop Chandran', 'Suja Menon', 'Renjusha Menon', 'Subbalakshmi']",,['India'],['Malayalam'],"['romance', 'mystery']",[]
2ZUs,2008,Twenty 20,Joshiy,165,"['Mohanlal', 'Mammootty', 'Suresh Gopi', 'Jayaram', 'Dileep', 'Bhavana', 'Indrajith Sukumaran', 'Siddique', 'Manoj K Jayan', 'Shammi Thilakan', 'Vijayaraghavan', 'Madhu', 'Mukesh', 'Kalabhavan Mani', 'Karthika Mathew', 'Gopika', 'Jagathy Sreekumar', 'Madhu Warrier', 'Anil Murali', 'Baiju Santhosh', 'Idavela Babu', 'Innocent', 'Lal', 'Janardhanan', 'Sukumari', 'Kavya Madhavan', 'Cochin Haneefa', 'Harisree Ashokan', 'Bijukuttan']",,['India'],['Malayalam'],"['romance', 'action', 'thriller']",[]
68fO,2013,5 Sundarikal,"Amal Neerad, Aashiq Abu",140,"['Anikha Surendran', 'Chethan Jayalal', 'Isha Sharvani', 'Nivin Pauly', 'Kavya Madhavan', 'Biju Menon', 'Dulquer Salmaan', 'Fahadh Faasil', 'Reenu Mathews', 'Jinu Ben', 'Honey Rose', 'Asmita Sood', 'Tini Tom', 'Rimi Tomy', 'Jayasurya', 'Chemban Vinod Jose', 'Guru Somasundaram', 'Pradeep Kottayam', 'Shine Tom Chacko', 'Soubin Shahir', 'Muthumani Somasundaran', 'Vinayakan', 'Sijoy Varghese', 'Anjali Aneesh Upasana', 'Unnimaya Prasad']",,['India'],"['Malayalam', 'Tamil', 'Arabic']","['family', 'romance']",[]
749k,2000,Thenkasipattanam,"Raffi, Mecartin",150,"['Suresh Gopi', 'Lal', 'Dileep', 'Samyuktha Varma', 'Geethu Mohandas', 'Kavya Madhavan', 'Salim Kumar', 'George']",,['India'],['Malayalam'],"['family', 'drama', 'comedy']",[]
dEZo,2016,Kali,Sameer Thahir,116,"['Dulquer Salmaan', 'Sai Pallavi', 'Vinayakan', 'Chemban Vinod Jose', 'Soubin Shahir', 'V. K. Prakash', 'Sidhartha Siva', 'Vanitha Krishnachandran', 'Dinesh Panicker', 'Kunchan', 'Anjali Aneesh Upasana', 'Sandhya Ramesh', 'Ilhan Layiq', 'Imthiyaz Khader', 'Sini Abraham', 'Alencier Ley Lopez', 'Nebish Benson', 'Thanseel P. S', 'V. T. Vijilesh', 'Hareesh Perumanna', 'Murugan Martin', 'Vishnu Purushan', 'Aishwarya Raghavan']",,['India'],['Malayalam'],"['action', 'thriller']",[]
fCGy,2017,CIA: Comrade In America,Amal Neerad,134,"['Dulquer Salmaan', 'Siddique', 'John Vijay', 'Soubin Shahir', 'Karthika Muraleedharan', 'Chandini Sreedharan', 'Dileesh Pothan', 'Jinu Joseph', 'Sujith Sankar', 'Alencier Ley Lopez', 'Maniyanpilla Raju', 'Surabhi Lakshmi', 'Maala Parvathi', 'V K Sreeraman', 'C. R. Omanakuttan', 'Mano Jose', 'Sumit Naval', 'Sal Yusuf', 'Julio Antonio Alonzo', 'Nathan Amir', 'Paul Nguyen Cuong']",,['India'],"['Malayalam', 'English', 'Spanish']","['romance', 'adventure', 'action']",[]
241A,2007,Cutlass,Kate Hudson,16,"['Virginia Madsen', 'Dakota Fanning', 'Kristen Stewart', 'Kurt Russell', 'Chevy Chase', 'Sarah Roemer', 'Brian Hooks', 'Ethan Suplee', 'Steve Jones', 'Dax Shepard']",,['USA'],['English'],"['comedy', 'drama']",[]
ftyA,2017,Come Swim,Kristen Stewart,17,"['Josh Kaye', 'Sydney Lopez', 'Michael Longo', 'Domenic Longo', 'Darby Dempsey', 'Sullivan Dempsey', 'Kristen Stewart']",,['USA'],['English'],['drama'],[]
297o,2001,Mulholland Drive,David Lynch,147,"['Naomi Watts', 'Laura Harring', 'Justin Theroux', 'Ann Miller', 'Robert Forster', 'Mark Pellegrino', 'Brent Briscoe', 'Dan Hedaya', 'Angelo Badalamenti', 'Monty Montgomery', 'Lee Grant', 'James Karen', 'Chad Everett', 'Richard Green', 'Rebekah Del Rio', 'Melissa George', 'Jeanne Bates', 'Dan Birnbaum', 'Lori Heuring', 'Marcus Graham', 'Michael J. Anderson', 'Patrick Fischler', 'Michael Cooke', 'Bonnie Aarons', 'Geno Silva', 'Billy Ray Cyrus', 'Vincent Castellanos', 'Wayne Grace', 'Rita Taggart']",https://a.ltrbxd.com/resized/sm/upload/kv/7n/p8/tv/fMC8JBWx2VjsJ53JopAcFjqmlYv-0-230-0-345-crop.jpg?k=454a6eeb61,"['France', 'USA']","['English', 'Spanish']","['thriller', 'mystery', 'drama']","[datetime.datetime(2022, 2, 28, 0, 0), datetime.datetime(2022, 5, 23, 0, 0), datetime.datetime(2022, 7, 27, 0, 0), datetime.datetime(2022, 7, 28, 0, 0)]"
eDGs,2022,The Batman,Matt Reeves,177,"['Robert Pattinson', 'Zoë Kravitz', 'Paul Dano', 'Jeffrey Wright', 'John Turturro', 'Peter Sarsgaard', 'Andy Serkis', 'Colin Farrell', 'Jayme Lawson', 'Gil Perez-Abraham', 'Peter McDonald', ""Con O'Neill"", 'Alex Ferns', 'Rupert Penry-Jones', 'Charlie Carver', 'Max Carver', 'Barry Keoghan', 'Kosha Engler', 'Archie Barnes', 'Janine Harouni', 'Hana Hrzic', 'Joseph Walker', 'Luke Roberts', 'Oscar Novak', 'Stella Stocker', 'Sandra Dickinson', 'Jack Bennett', 'Andre Nightingale', 'Richard James-Neale']",,['USA'],['English'],"['mystery', 'thriller', 'crime']","[datetime.datetime(2022, 3, 7, 0, 0)]"
dSQU,2016,Train to Busan,Yeon Sang-ho,118,"['Gong Yoo', 'Jung Yu-mi', 'Ma Dong-seok', 'Choi Woo-shik', 'An So-hee', 'Kim Su-an', 'Kim Eui-sung', 'Ye Soo-jung', 'Park Myung-shin', 'Choi Gwi-hwa', 'Jeong Seok-yong', 'Kim Chang-hwan', 'Jang Hyuk-jin', 'Shim Eun-kyung', 'Lee Joo-sil', 'Kim Jae-rok', 'Baek Seung-hwan', 'Yeon Sang-ho', 'Choi Woo-sung', 'Cha Chung-hwa', 'Terri Doty', 'Kim Won-Jin', 'Han Ji-eun', 'Han Sung-soo', 'Woo Do-im', 'Lee Joong-ok', 'Kim Ju-hun', 'Kim Keum-soon']",,['South Korea'],['Korean'],"['thriller', 'action', 'science-fiction', 'horror']","[datetime.datetime(2022, 3, 18, 0, 0)]"
m99E,2021,The Power of the Dog,Jane Campion,128,"['Benedict Cumberbatch', 'Kodi Smit-McPhee', 'Kirsten Dunst', 'Jesse Plemons', 'Thomasin McKenzie', 'Frances Conroy', 'Keith Carradine', 'Geneviève Lemon', 'Adam Beach', 'Peter Carroll', 'Sean Keenan', 'Ken Radley', 'George Mason', 'Ramontay McConnell', 'David Denis', 'Cohen Holloway', 'Max Mata', 'Josh Owen', 'Alistair Sewell', 'Eddie Campbell', 'Alice Englert', 'Jacque Drew', 'Yvette Parsons', 'Bryony Skillington', 'Aislinn Furlong', 'Daniel Cleary', 'Richard Falkner', 'Tatum Warren-Ngata', 'Yvette Reid']",,"['Australia', 'Canada', 'Greece', 'New Zealand', 'UK']",['English'],"['drama', 'western']","[datetime.datetime(2022, 3, 24, 0, 0)]"
948A,2016,The Handmaiden,Park Chan-wook,145,"['Kim Min-hee', 'Kim Tae-ri', 'Ha Jung-woo', 'Cho Jin-woong', 'Kim Hae-sook', 'Moon So-ri', 'Lee Yong-nyeo', 'Kwak Eun-jin', 'Lee Dong-hwi', 'Jo Eun-hyung', 'Rina Takagi', 'Han Ha-na', 'Lee Kyu-jung', 'Kim Si-eun', 'Ha Si-yeon', 'Kim Eun-yeong', 'Jeong Ha-dam', 'Kim In-woo', 'Choi Byung-mo', 'Choi Jong-ryul', 'Bae Il-hyuck', 'Oh Man-seok', 'Tomomitsu Adachi', 'Takashi Kakizawa', 'Seon Uk-hyeon', 'Lim Han-bin', 'Shinsuke Fujimoto', 'Won Geun-hui', 'Jung In-gyeom']",,['South Korea'],"['Korean', 'Japanese']","['romance', 'thriller', 'drama']","[datetime.datetime(2022, 3, 25, 0, 0)]"
sv94,2021,Drive My Car,Ryusuke Hamaguchi,179,"['Hidetoshi Nishijima', 'Toko Miura', 'Masaki Okada', 'Reika Kirishima', 'Park Yu-rim', 'Jin Dae-yeon', 'Sonia Yuan', 'Ahn Hwi-tae', 'Perry Dizon', 'Satoko Abe', 'Hiroko Matsuda', 'Toshiaki Inomata', 'Takako Yamamura', 'Ryo Iwase', 'Faisal Anwar', 'Kamal Zharif', 'Massimo Biondi', 'Shoichiro Tanigawa']",,['Japan'],"['Japanese', 'Chinese', 'English', 'German', 'Indonesian', 'Korean', 'Malay', 'Tagalog']",['drama'],"[datetime.datetime(2022, 3, 27, 0, 0)]"
x3lc,2021,Vigil,"James Strong, Isabelle Sieb",348,"['Suranne Jones', 'Rose Leslie', 'Shaun Evans', 'Anjli Mohindra', 'Martin Compston', 'Paterson Joseph', 'Connor Swindells', 'Adam James', 'Gary Lewis', 'Lolita Chakrabarti', 'Stephen Dillane', 'Lauren Lyle']",,['UK'],['English'],"['crime', 'drama']","[datetime.datetime(2022, 4, 2, 0, 0)]"
rsms,2018,Lady Parts,Nida Manzoor,14,"['Ritu Arya', 'Juliette Motamed', 'Lucie Shorthouse', 'Anjana Vasan', 'Danielle Vitalis', 'David Avery', 'Shobu Kapoor', 'Madhav Sharma', 'Daniel Delaney', 'Mikhael DeVille', 'Jake Felts', 'Gina Gangar', 'Dean Graham', 'Javed Khan', 'Billy Lydon', 'Staz Nair', 'Mita Rahman']",,['UK'],['English'],['comedy'],[]
j3NM,2018,Sharp Objects,Jean-Marc Vallée,422,"['Amy Adams', 'Patricia Clarkson', 'Eliza Scanlen', 'Chris Messina', 'Matt Craven', 'Henry Czerny', 'Taylor John Smith', 'Madison Davenport', 'Miguel Sandoval', 'Sophia Lillis', 'Lulu Wilson', 'Elizabeth Perkins', 'David Sullivan', 'Violet Brinson', 'April Brinson', 'Sydney Sweeney']",,"['Canada', 'USA']",['English'],"['mystery', 'drama', 'crime']","[datetime.datetime(2022, 4, 18, 0, 0)]"
u2h8,2021,Mare of Easttown,Craig Zobel,413,"['Kate Winslet', 'Julianne Nicholson', 'Jean Smart', 'Angourie Rice', 'Evan Peters', 'Sosie Bacon', 'David Denman', 'Neal Huff', 'James McArdle', 'Guy Pearce', 'Cailee Spaeny', 'John Douglas Thompson', 'Joe Tippett']",,['USA'],['English'],"['crime', 'drama', 'mystery']","[datetime.datetime(2022, 4, 20, 0, 0)]"
bOVC,2002,Kalyanaraman,Shafi,126,"['Dileep', 'Navya Nair', 'Kunchacko Boban', 'Lal', 'Jyothirmayi', 'Lalu Alex', 'Kalaranjini', 'Boban Alummoodan', 'Unnikrishnan Namboothiri', 'Innocent', 'Salim Kumar', 'Siddique', 'Thilakan', 'Kochu Preman', 'Subbalakshmi', 'T. P. Madhavan', 'Jose Pellissery', 'Narayanankutty']",,['India'],['Malayalam'],"['comedy', 'family']",[]
mkc0,2019,Gentleman Jack,"Sally Wainwright, Sarah Harding",494,"['Suranne Jones', 'Sophie Rundle', 'Gemma Whelan', 'Gemma Jones', 'Timothy West', 'Rosie Cavaliero', 'Joe Armstrong', 'Amelia Bullmore', 'Shaun Dooley', 'Vincent Franklin']",,"['UK', 'USA']",['English'],['drama'],[]
r0Ba,2020,Crickets,Kristen Stewart,10,"['Kristen Stewart', 'Dylan Meyer']",,"['Chile', 'Italy']",['English'],[],[]
rUdS,2020,The Haunting of Bly Manor,"Mike Flanagan, Ciarán Foy",494,"['Victoria Pedretti', 'Oliver Jackson-Cohen', 'Henry Thomas', 'Amelia Eve', ""T'Nia Miller"", 'Rahul Kohli', 'Tahirah Sharif', 'Amelie Bea Smith', 'Benjamin Evan Ainsworth', 'Carla Gugino']",,['USA'],['English'],"['mystery', 'drama']","[datetime.datetime(2022, 4, 25, 0, 0)]"
1Dsa,2009,3 Idiots,Rajkumar Hirani,170,"['Aamir Khan', 'Sharman Joshi', 'R. Madhavan', 'Kareena Kapoor Khan', 'Boman Irani', 'Omi Vaidya', 'Farida Dadi', 'Parikshat Sahni', 'Amardeep Jha', 'Mukund Bhatt', 'Mona Singh', 'Olivier Lafont', 'Achyut Potdar', 'Chaitali Bose', 'Jayant Kripalani', 'Akhil Mishra', 'Atul Tiwari', 'Rajeev Ravindranathan', 'Supriya Shukla', 'Rahul Kumar', 'Javed Jaffrey', 'Ali Fazal', 'Arun Bali']",,['India'],['Hindi'],"['drama', 'comedy']",[]
1VjK,2007,Water Lilies,Céline Sciamma,85,"['Pauline Acquart', 'Adèle Haenel', 'Louise Blachère', 'Warren Jacquin', 'Christel Baras', 'Marie Gili-Pierre', 'Alice de Lencquesaing', 'Claire Pierrat', 'Barbara Renard', 'Esther Sironneau', 'Jérémie Steib', 'Yvonne Villemaire', 'Christophe Vandevelde', 'Céline Sciamma']",,['France'],['French'],"['drama', 'romance']","[datetime.datetime(2022, 4, 27, 0, 0)]"
s6je,2021,Petite Maman,Céline Sciamma,72,"['Joséphine Sanz', 'Gabrielle Sanz', 'Nina Meurisse', 'Stéphane Varupenne', 'Margot Abascal']",,['France'],['French'],"['family', 'fantasy', 'drama']","[datetime.datetime(2022, 4, 28, 0, 0)]"
1Z1g,1996,Bound,"Lilly Wachowski, Lana Wachowski",105,"['Jennifer Tilly', 'Gina Gershon', 'Joe Pantoliano', 'John P. Ryan', 'Christopher Meloni', 'Richard C. Sarafian', 'Barry Kivel', 'Mary Mara', 'Susie Bright', 'Margaret Smith', 'Peter Spellos', 'Ivan Kane', 'Kevin Michael Richardson', 'Gene Borkan']",,['USA'],"['English', 'Italian']","['thriller', 'drama']","[datetime.datetime(2022, 4, 29, 0, 0)]"
oigo,2020,The Nowhere Inn,Bill Benz,92,"['St. Vincent', 'Carrie Brownstein', 'Ezra Buzzington', 'Toko Yasuda', 'Dakota Johnson', 'Chris Aquilino', 'Drew Connick', 'Temma Louise Sall', 'Erica Acevado', 'Sean Liang', 'Sarah Tither-Kaplan', 'LaNora Terraé Hayden', 'Lincoln Jolly', 'Casey Miller', 'Kash Abdulmalik', 'Michael Bofshever', 'Rya Kihlstedt', 'Guy Nardulli', 'Cass Buggé', 'Nancy Daly', 'Gabriela Flores', 'Aisha Dee', 'John Aylward', 'Robert Miano', ""Shae D'Lyn"", 'Nick Smoke', 'Linda Carola', 'Steve Rankin', 'David Shorr']",,['USA'],['English'],"['horror', 'music', 'comedy', 'drama']","[datetime.datetime(2022, 4, 29, 0, 0)]"
9UfS,2015,Mistress America,Noah Baumbach,84,"['Greta Gerwig', 'Lola Kirke', 'Matthew Shear', 'Jasmine Cephas Jones', 'Heather Lind', 'Michael Chernus', 'Cindy Cheung', 'Kathryn Erbe', 'Dean Wareham', 'Shana Dowdeswell', 'Shelby Rebecca Wong', 'Alfred Macadam', 'Amy Warren', 'Sharon Washington', 'Morgan Lynch', 'Andrea Chen', 'Shoba Narayan', 'Colin Stokes', 'Juliet Brett', 'Gretchen Young', 'David Longstreth', 'Amber Coffman', 'Steven Marion', 'Michael Daniel Johnson', 'Nat Baldwin', 'Rebecca Naomi Jones', 'Mickey Sumner', 'Mary Beth Minthorn', 'Clare Foley']",,"['Brazil', 'USA']",['English'],['comedy'],"[datetime.datetime(2022, 4, 30, 0, 0)]"
AiE,2004,"Two Cars, One Night",Taika Waititi,12,"['Rangi Ngamoki', 'Hutini Waikato', 'Te Ahiwaru Ngamoki-Richards', 'Riwai Waka', 'Dion Waikato']",,['New Zealand'],['English'],"['drama', 'comedy']",[]
1UV4,1996,Diabolique,Jeremiah S. Chechik,107,"['Sharon Stone', 'Isabelle Adjani', 'Chazz Palminteri', 'Kathy Bates', 'Spalding Gray', 'Shirley Knight', 'Allen Garfield', 'Adam Hann-Byrd', 'Donal Logue', 'Diana Bellamy', 'J.J. Abrams', ""O'Neal Compton"", ""Bingo O'Malley"", 'Stephen Liska', 'Clea Lewis', 'Hank Stohl', 'James Kisicki', 'Kevin Vinay', 'Cory Pattak', 'Kate Young', 'Sophia Salguero', 'Zachary Mott', 'Jesse Sky Ross']",,['USA'],"['English', 'Italian']","['mystery', 'thriller']","[datetime.datetime(2022, 5, 3, 0, 0)]"
49U,2011,Tomboy,Céline Sciamma,82,"['Zoé Héran', 'Malonn Lévana', 'Jeanne Disson', 'Sophie Cattani', 'Mathieu Demy', 'Rayan Boubekri', 'Yohan Vero', 'Noah Vero', 'Cheyenne Lainé', 'Christel Baras', 'Valérie Roucher']",,['France'],['French'],['drama'],"[datetime.datetime(2022, 5, 9, 0, 0)]"
u6WO,2015,The Trail to Oregon!,Nick Lang,107,"['Lauren Lopez', 'Joey Richter', 'Jaime Lyn Beatty', 'Corey Dorris', 'Jeff Blim', 'Rachael Soglin']",,[],['English'],"['comedy', 'western', 'music']",[]
auT0,2014,ANI: A Parody,Matt Lang,122,"['Chris Allen', 'Joseph Walker', 'Denise Donovan', 'Brian Holden', 'Julia Albain', 'Eric Kahn Gale', 'Joe Moses', 'Meredith Stepien', 'Nick Lang']",,['USA'],['English'],"['music', 'science-fiction', 'comedy']",[]
y8bS,2009,A Very Potter Musical,,166,"['Darren Criss', 'Lauren Lopez', 'Joey Richter', 'Bonnie Gruesen', 'Joseph Walker', 'Jaime Lyn Beatty', 'Dylan Saunders', 'Brian Rosenthal', 'Joe Moses', 'Jim Povolo', 'Britney Coleman', 'Tyler Brunsman', 'Devin Lytle', 'Richard Campbell', 'Julia Albain', 'Sango Tajima', 'Lily Marks']",,[],['English'],['music'],[]
7qAW,2013,Pattam Pole,Alagappan,120,"['Dulquer Salmaan', 'Malavika Mohanan', 'Archana Kavi', 'Anoop Menon', 'Jayaprakash', 'Lalu Alex', 'Leema Babu', 'Meera Krishnan', 'Seetha', 'Sunil Sukhada', 'Anjali Aneesh Upasana']",,['India'],"['Malayalam', 'Tamil']",['romance'],[]
4pW2,2004,The Journey,Ligy J. Pullappally,107,"['Suhasini V. Nair', 'Shruthy Menon', 'KPAC Lalitha', 'Valsala Menon', 'Joy Mathai', 'Ambika Mohan', 'Sheethal Shyam']",,['India'],['Malayalam'],"['romance', 'drama']","[datetime.datetime(2022, 5, 18, 0, 0)]"
1JYw,2005,Ellie Parker,Scott Coffey,95,"['Naomi Watts', 'Scott Coffey', 'Jennifer Syme', 'Mark Pellegrino', 'Greg Freitas', 'Gaye Pope', 'Blair Mastbaum', 'Rebecca Rigg', 'Chevy Chase', 'Kim Fay', 'Todd Coffey', 'David Baer', 'Marcel Sarmiento', 'Robbi Chong', 'Whitfield Crane', 'Brian McCardie', 'Bret Domrose', 'Robert Mailhouse', 'Debbie Leavit', 'Keanu Reeves', 'Victoria Smirnova']",,['USA'],['English'],"['drama', 'comedy']","[datetime.datetime(2022, 5, 10, 0, 0)]"
jUk4,2022,Everything Everywhere All at Once,"Daniel Scheinert, Daniel Kwan",140,"['Michelle Yeoh', 'Ke Huy Quan', 'Stephanie Hsu', 'James Hong', 'Jamie Lee Curtis', 'Tallie Medel', 'Jenny Slate', 'Harry Shum Jr.', 'Biff Wiff', 'Anthony Molinari', 'Peter Banifaz', 'Audrey Wasilewski', 'Andy Le', 'Brian Le', 'Daniel Scheinert', 'Sunita Mani', 'Aaron Lazar', 'Li Jing', 'Panuvat Anthony Nanakornpanom', 'Dylan Henry Lau', 'Michiko Nishiwaki', 'Cara Marie Chooljian', 'Randall Archer', 'Efka Kvaraciejus', 'Neravana Cabral', 'Chelsey Goldsmith', 'Craig Henningsen', 'Jason Hamer', 'Timothy Ralston']",,['USA'],"['English', 'Cantonese', 'Chinese']","['adventure', 'action', 'science-fiction']","[datetime.datetime(2022, 5, 19, 0, 0)]"
